Kolom1	Seed	Label	Search pattern	Search radius	Max_current	Upper current	Profile	Zwemvaardgheid	Windrichting	Windsnelheid	Uitruktijd	Stamina begin	Overgebleven conditie	Vind tijd	Locatie begin	Locatie eind	Gevonden	Actieduur			scenario	sec	min	scec		aandeel	
1820	60166	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4850	4198	326	(26, 6)	(31, 7)	True	56									
1831	60167	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5158	4124	517	(29, 13)	(34, 15)	True	247									
1842	60168	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4153	3153	500	(36, 12)	(41, 14)	True	230									
1853	60169	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3035	2055	490	(39, 11)	(44, 13)	True	220									
1864	60170	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3951	3245	353	(36, 7)	(41, 8)	True	83									
1875	60171	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5369	4637	366	(39, 7)	(44, 9)	True	96									
1886	60172	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5313	4571	371	(44, 5)	(49, 6)	True	101									
1897	60173	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4895	3843	526	(28, 13)	(33, 15)	True	256									
1908	60174	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4151	3537	307	(18, 5)	(23, 6)	True	37									
1919	60175	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3193	2165	514	(30, 12)	(35, 14)	True	244									
1930	60176	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4924	3832	546	(16, 8)	(21, 10)	True	276									
1941	60177	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3825	2869	478	(44, 10)	(49, 12)	True	208									
1952	60178	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5089	4453	318	(23, 5)	(28, 6)	True	48									
1963	60179	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4052	3076	488	(40, 11)	(45, 13)	True	218									
1974	60180	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2457	1361	548	(15, 12)	(20, 14)	True	278									
1985	60181	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5366	4330	518	(28, 12)	(33, 14)	True	248									
1996	60182	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2437	1421	508	(34, 14)	(39, 16)	True	238									
2007	60183	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3292	2592	350	(36, 6)	(41, 7)	True	80									
2018	60184	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5122	4096	513	(30, 12)	(35, 14)	True	243									
2029	60185	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3886	2786	550	(15, 13)	(20, 15)	True	280									
2040	60186	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2689	1647	521	(27, 13)	(32, 15)	True	251									
2051	60187	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3852	2796	528	(24, 9)	(29, 11)	True	258									
2062	60188	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4284	3240	522	(27, 13)	(32, 15)	True	252									
2073	60189	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4363	3611	376	(39, 7)	(44, 8)	True	106									
2084	60190	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3430	2392	519	(28, 10)	(33, 12)	True	249									
2095	60191	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3894	2872	511	(33, 14)	(38, 16)	True	241									
2106	60192	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4505	3823	341	(31, 6)	(36, 7)	True	71									
2117	60193	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3431	2381	525	(24, 10)	(29, 12)	True	255									
2128	60194	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5299	4577	361	(40, 6)	(45, 7)	True	91									
2139	60195	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4227	3263	482	(43, 9)	(48, 11)	True	212									
2150	60196	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4355	3669	343	(33, 6)	(38, 7)	True	73									
2161	60197	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4718	4020	349	(23, 7)	(28, 8)	True	79									
2172	60198	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4646	3562	542	(18, 8)	(23, 10)	True	272									
2183	60199	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2645	1917	364	(41, 6)	(46, 7)	True	94									
2194	60200	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3782	2686	548	(16, 13)	(21, 15)	True	278									
2205	60201	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3327	2227	550	(15, 14)	(20, 16)	True	280									
2216	60202	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5040	3982	529	(25, 14)	(30, 16)	True	259									
2227	60203	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3684	2634	525	(24, 11)	(29, 13)	True	255									
2238	60204	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4935	4285	325	(23, 6)	(28, 7)	True	55									
2249	60205	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4820	4158	331	(26, 7)	(31, 8)	True	61									
2260	60206	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5239	4515	362	(42, 6)	(47, 7)	True	92									
2271	60207	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3585	2895	345	(34, 5)	(39, 6)	True	75									
2282	60208	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2502	1754	374	(43, 7)	(48, 9)	True	104									
2293	60209	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3150	2182	484	(43, 8)	(48, 10)	True	214									
2304	60210	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4529	3481	524	(29, 13)	(34, 15)	True	254									
2315	60211	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2705	1671	517	(29, 11)	(34, 13)	True	247									
2326	60212	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4623	3635	494	(40, 8)	(45, 10)	True	224									
2337	60213	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4090	3056	517	(29, 8)	(34, 10)	True	247									
2348	60214	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4372	3380	496	(38, 8)	(43, 10)	True	226									
2359	60215	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3774	2764	505	(34, 8)	(39, 10)	True	235									
2370	60216	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3134	2046	544	(18, 8)	(23, 10)	True	274									
2381	60217	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5073	4085	494	(38, 9)	(43, 11)	True	224									
2392	60218	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3635	2647	494	(38, 9)	(43, 11)	True	224									
2403	60219	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5313	4259	527	(23, 11)	(28, 13)	True	257									
2414	60220	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3986	3272	357	(38, 6)	(43, 7)	True	87									
2425	60221	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5070	4346	362	(42, 6)	(47, 7)	True	92									
2436	60222	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4217	3247	485	(41, 10)	(46, 12)	True	215									
2447	60223	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2558	1468	545	(18, 8)	(23, 10)	True	275									
2458	60224	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4636	3982	327	(25, 7)	(30, 8)	True	57									
2469	60225	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2424	1398	513	(32, 14)	(37, 16)	True	243									
2480	60226	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3674	2692	491	(40, 9)	(45, 11)	True	221									
2491	60227	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3555	2477	539	(18, 11)	(23, 13)	True	269									
2502	60228	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3458	2378	540	(19, 10)	(24, 12)	True	270									
2513	60229	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4694	4040	327	(27, 5)	(32, 6)	True	57									
2524	60230	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3877	2909	484	(44, 8)	(49, 10)	True	214									
2535	60231	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3760	3060	350	(35, 7)	(40, 8)	True	80									
2546	60232	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5301	4319	491	(40, 9)	(45, 11)	True	221									
2557	60233	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4272	3214	529	(24, 14)	(29, 16)	True	259									
2568	60234	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2741	1701	520	(26, 11)	(31, 13)	True	250									
2579	60235	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2885	2269	308	(18, 7)	(23, 8)	True	38									
2590	60236	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3371	2377	497	(36, 11)	(41, 13)	True	227									
2601	60237	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2548	1880	334	(30, 6)	(35, 7)	True	64									
2612	60238	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2455	1363	546	(21, 13)	(26, 15)	True	276									
2623	60239	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4430	3388	521	(26, 11)	(31, 13)	True	251									
2634	60240	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3620	2608	506	(32, 11)	(37, 13)	True	236									
2645	60241	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3970	3334	318	(22, 7)	(27, 8)	True	48									
2656	60242	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3722	2676	523	(27, 14)	(32, 16)	True	253									
2667	60243	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3089	2067	511	(33, 13)	(38, 15)	True	241									
2678	60244	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5148	4158	495	(37, 11)	(42, 13)	True	225									
2689	60245	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4192	3520	336	(28, 7)	(33, 8)	True	66									
2700	60246	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3941	3283	329	(29, 5)	(34, 6)	True	59									
2711	60247	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3592	2966	313	(21, 5)	(26, 6)	True	43									
2722	60248	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2455	1809	323	(25, 5)	(30, 6)	True	53									
2733	60249	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4960	4296	332	(29, 5)	(34, 6)	True	62									
2744	60250	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5265	4557	354	(37, 6)	(42, 7)	True	84									
2755	60251	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5212	4554	329	(25, 7)	(30, 8)	True	59									
2766	60252	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3230	2540	345	(33, 5)	(38, 6)	True	75									
2777	60253	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3532	2928	302	(15, 5)	(20, 6)	True	32									
2788	60254	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3714	2738	488	(40, 9)	(45, 12)	True	218									
2799	60255	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2666	2022	322	(23, 7)	(28, 8)	True	52									
2810	60256	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4809	3771	519	(28, 8)	(33, 10)	True	249									
2821	60257	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3462	2776	343	(32, 6)	(37, 7)	True	73									
2832	60258	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3983	2951	516	(30, 9)	(35, 11)	True	246									
2843	60259	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4902	4228	337	(28, 6)	(33, 7)	True	67									
2854	60260	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5105	4007	549	(16, 14)	(21, 16)	True	279									
2865	60261	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3157	2177	490	(40, 8)	(45, 10)	True	220									
2876	60262	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3469	2789	340	(32, 6)	(37, 7)	True	70									
2887	60263	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4885	3905	490	(39, 11)	(44, 13)	True	220									
2898	60264	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3350	2302	524	(26, 10)	(31, 12)	True	254									
2909	60265	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2988	1948	520	(26, 10)	(31, 12)	True	250									
2920	60266	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4663	3641	511	(30, 11)	(35, 13)	True	241									
2931	60267	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4330	3290	520	(27, 9)	(32, 11)	True	250									
2942	60268	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4705	3637	534	(24, 14)	(29, 16)	True	264									
2953	60269	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3033	1979	527	(25, 13)	(30, 15)	True	257									
2964	60270	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5245	4123	561	(16, 13)	(21, 15)	True	291									
2975	60271	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5234	4558	338	(30, 6)	(35, 7)	True	68									
2986	60272	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4812	3738	537	(21, 13)	(26, 16)	True	267									
2997	60273	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3264	2624	320	(19, 7)	(24, 8)	True	50									
3008	60274	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2533	1567	483	(43, 13)	(48, 15)	True	213									
3019	60275	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4655	3957	349	(37, 5)	(42, 6)	True	79									
3030	60276	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4363	3321	521	(28, 14)	(33, 16)	True	251									
3041	60277	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2581	1507	537	(20, 12)	(25, 14)	True	267									
3052	60278	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4661	3983	339	(31, 6)	(36, 7)	True	69									
3063	60279	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2874	2190	342	(30, 6)	(35, 7)	True	72									
3074	60280	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2750	2060	345	(32, 7)	(37, 8)	True	75									
3085	60281	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3519	2443	538	(20, 8)	(25, 10)	True	268									
3096	60282	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4144	3092	526	(26, 14)	(31, 16)	True	256									
3107	60283	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4378	3396	491	(44, 8)	(49, 10)	True	221									
3118	60284	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5016	3946	535	(23, 11)	(28, 13)	True	265									
3129	60285	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4224	3222	501	(36, 14)	(41, 16)	True	231									
3140	60286	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4634	3650	492	(38, 11)	(43, 13)	True	222									
3151	60287	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2562	1598	482	(44, 13)	(49, 15)	True	212									
3162	60288	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3945	2879	533	(22, 13)	(27, 15)	True	263									
3173	60289	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5214	4176	519	(28, 12)	(33, 14)	True	249									
3184	60290	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3199	2215	492	(38, 10)	(43, 12)	True	222									
3195	60291	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2839	1815	512	(34, 14)	(39, 16)	True	242									
3206	60292	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3464	2800	332	(28, 5)	(33, 6)	True	62									
3217	60293	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3283	2205	539	(18, 11)	(23, 13)	True	269									
3228	60294	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4684	3640	522	(27, 13)	(32, 15)	True	252									
3239	60295	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5083	4449	317	(23, 5)	(28, 6)	True	47									
3250	60296	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4945	3909	518	(29, 9)	(34, 11)	True	248									
3261	60297	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4040	3046	497	(37, 9)	(42, 11)	True	227									
3272	60298	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5219	4201	509	(33, 8)	(38, 10)	True	239									
3283	60299	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2422	1754	334	(27, 6)	(32, 7)	True	64									
3294	60300	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3755	2737	509	(32, 8)	(37, 10)	True	239									
3305	60301	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4262	3232	515	(31, 14)	(36, 16)	True	245									
3316	60302	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4853	3857	498	(38, 14)	(43, 16)	True	228									
3327	60303	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4578	3612	483	(42, 11)	(47, 13)	True	213									
3338	60304	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3824	2828	498	(36, 12)	(41, 14)	True	228									
3349	60305	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3072	2382	345	(33, 7)	(38, 8)	True	75									
3360	60306	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4628	3614	507	(33, 10)	(38, 12)	True	237									
3371	60307	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2822	1816	503	(35, 13)	(40, 15)	True	233									
3382	60308	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5200	4120	540	(19, 12)	(24, 14)	True	270									
3393	60309	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4500	3476	512	(31, 12)	(36, 14)	True	242									
3404	60310	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5099	4077	511	(33, 14)	(38, 16)	True	241									
3415	60311	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2660	1942	359	(41, 5)	(46, 6)	True	89									
3426	60312	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4173	3159	507	(34, 14)	(39, 16)	True	237									
3437	60313	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4389	3357	516	(28, 10)	(33, 12)	True	246									
3448	60314	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5075	4099	488	(40, 9)	(45, 11)	True	218									
3459	60315	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3369	2345	512	(31, 10)	(36, 12)	True	242									
3470	60316	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2998	2338	330	(28, 6)	(33, 7)	True	60									
3481	60317	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3890	2866	512	(30, 9)	(35, 11)	True	242									
3492	60318	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2620	1936	342	(32, 6)	(37, 7)	True	72									
3503	60319	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4471	3425	523	(26, 13)	(31, 15)	True	253									
3514	60320	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4422	3808	307	(17, 5)	(21, 6)	True	37									
3525	60321	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2589	1485	552	(15, 14)	(20, 16)	True	282									
3536	60322	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3168	2108	530	(22, 11)	(27, 13)	True	260									
3547	60323	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3141	2047	547	(15, 12)	(20, 14)	True	277									
3558	60324	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	2457	1457	500	(36, 9)	(41, 11)	True	230									
3569	60325	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4629	3901	364	(43, 5)	(48, 6)	True	94									
3580	60326	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3462	2730	366	(44, 5)	(49, 6)	True	96									
3591	60327	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3848	3226	311	(18, 7)	(23, 8)	True	41									
3602	60328	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4684	3964	360	(39, 7)	(44, 8)	True	90									
3613	60329	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4091	3079	506	(32, 10)	(37, 12)	True	236									
3624	60330	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4959	4249	355	(37, 5)	(42, 6)	True	85									
3635	60331	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3070	2382	344	(33, 6)	(38, 7)	True	74									
3646	60332	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3189	2157	516	(30, 10)	(35, 12)	True	246									
3657	60333	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4672	3994	339	(31, 6)	(36, 7)	True	69									
3668	60334	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4062	3404	329	(26, 7)	(31, 8)	True	59									
3679	60335	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3471	2787	342	(27, 7)	(32, 8)	True	72									
3690	60336	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4861	3757	552	(16, 14)	(21, 16)	True	282									
3701	60337	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4184	3126	529	(25, 14)	(30, 16)	True	259									
3712	60338	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3538	2490	524	(28, 14)	(33, 16)	True	254									
3723	60339	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4768	3712	528	(25, 8)	(30, 10)	True	258									
3734	60340	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3961	2879	541	(17, 10)	(22, 12)	True	271									
3745	60341	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3836	2826	505	(34, 8)	(39, 10)	True	235									
3756	60342	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	5028	4052	488	(42, 10)	(47, 12)	True	218									
3767	60343	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	4399	3403	498	(37, 12)	(42, 14)	True	228									
3778	60344	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3744	2738	503	(34, 12)	(39, 14)	True	233									
3789	60345	Uitruktijd - 10	Parallel Sweep	100	2	0.41	1	GOED	OOST	10	4.5	3255	2545	355	(35, 7)	(40, 8)	True	85									
